a1,a2,a3,alpha,gmax,gmin,num_pop,gbest_per_gen,replication,seed,time
1,1.5,1,0.5,0.9,0.3,"(100, 50)",21.282,4,5555,98.89924812316895
1,1.5,1,0.5,0.9,0.3,"(50, 100)",21.066000000000003,4,5555,99.92959403991699
1,1.5,1,0.5,0.9,0.5,"(100, 50)",13.282,4,5555,99.41412734985352
1,1.5,1,0.5,0.9,0.5,"(50, 100)",21.066000000000003,4,5555,99.88665986061096
1,1.5,2,0.5,0.7,0.3,"(100, 50)",15.815999999999999,4,5555,99.84193325042725
1,1.5,2,0.5,0.7,0.3,"(50, 100)",22.482,4,5555,100.59616589546204
1,1.5,2,0.5,0.7,0.5,"(100, 50)",15.282,4,5555,99.85082817077637
1,1.5,2,0.5,0.7,0.5,"(50, 100)",13.282,4,5555,101.25634527206421
1,1.5,2,0.5,0.9,0.3,"(100, 50)",22.482,4,5555,99.81678771972656
1,1.5,2,0.5,0.9,0.3,"(50, 100)",20.716,4,5555,100.22423481941223
1,1.5,2,0.5,0.9,0.5,"(100, 50)",22.482,4,5555,98.20893931388855
1,1.5,2,0.5,0.9,0.5,"(50, 100)",22.482,4,5555,100.26864171028137
1,2,1,0.5,0.7,0.3,"(100, 50)",15.282,4,5555,99.1042251586914
1,2,1,0.5,0.7,0.3,"(50, 100)",20.05,4,5555,99.3387451171875
1,2,1,0.5,0.7,0.5,"(100, 50)",20.716,4,5555,99.00703930854797
1,2,1,0.5,0.7,0.5,"(50, 100)",22.482,4,5555,98.90966176986694
1,2,1,0.5,0.9,0.3,"(100, 50)",22.482,4,5555,97.94916534423828
1,2,1,0.5,0.9,0.3,"(50, 100)",22.482,4,5555,99.21740007400513
1,2,1,0.5,0.9,0.5,"(100, 50)",16.082,4,5555,98.75007796287537
1,2,1,0.5,0.9,0.5,"(50, 100)",13.282,4,5555,99.8775565624237
1,2,2,0.5,0.7,0.3,"(100, 50)",13.282,4,5555,100.06936717033386
1,2,2,0.5,0.7,0.3,"(50, 100)",22.482,4,5555,100.61132335662842
1,2,2,0.5,0.7,0.5,"(100, 50)",13.282,4,5555,100.18872714042664
1,2,2,0.5,0.7,0.5,"(50, 100)",22.382,4,5555,99.58809876441956
1,2,2,0.5,0.9,0.3,"(100, 50)",13.282,4,5555,100.18638181686401
1,2,2,0.5,0.9,0.3,"(50, 100)",13.656,4,5555,100.57625985145569
1,2,2,0.5,0.9,0.5,"(100, 50)",18.516,4,5555,98.57525134086609
1,2,2,0.5,0.9,0.5,"(50, 100)",19.682,4,5555,100.39388108253479
1,1.5,1,0.5,0.7,0.3,"(100, 50)",13.282,5,6666,99.95771932601929
1,1.5,1,0.5,0.7,0.3,"(50, 100)",19.682,5,6666,99.66616082191467
1,1.5,1,0.5,0.7,0.5,"(100, 50)",18.682,5,6666,100.32857537269592
1,1.5,1,0.5,0.7,0.5,"(50, 100)",22.482,5,6666,99.35540175437927
1,1.5,1,0.5,0.9,0.3,"(100, 50)",17.25,5,6666,100.39357304573059
1,1.5,1,0.5,0.9,0.3,"(50, 100)",17.882,5,6666,100.37583303451538
1,1.5,1,0.5,0.9,0.5,"(100, 50)",19.682,5,6666,99.4771032333374
1,1.5,1,0.5,0.9,0.5,"(50, 100)",17.95,5,6666,99.9949221611023
1,1.5,2,0.5,0.7,0.3,"(100, 50)",17.25,5,6666,100.05589389801025
1,1.5,2,0.5,0.7,0.3,"(50, 100)",12.366,5,6666,100.06589698791504
1,1.5,2,0.5,0.7,0.5,"(100, 50)",22.999000000000002,5,6666,99.48149847984314
1,1.5,2,0.5,0.7,0.5,"(50, 100)",17.882,5,6666,100.62522149085999
1,1.5,2,0.5,0.9,0.3,"(100, 50)",20.716,5,6666,98.30415034294128
1,1.5,2,0.5,0.9,0.3,"(50, 100)",18.782,5,6666,100.0830569267273
1,1.5,2,0.5,0.9,0.5,"(100, 50)",23.599,5,6666,98.4190719127655
1,1.5,2,0.5,0.9,0.5,"(50, 100)",19.682,5,6666,100.28859543800354
1,2,1,0.5,0.7,0.3,"(100, 50)",22.482,5,6666,98.00062465667725
1,2,1,0.5,0.7,0.3,"(50, 100)",16.84,5,6666,99.38788294792175
1,2,1,0.5,0.7,0.5,"(100, 50)",16.082,5,6666,100.07197880744934
1,2,1,0.5,0.7,0.5,"(50, 100)",18.95,5,6666,99.50548982620239
1,2,1,0.5,0.9,0.3,"(100, 50)",19.682,5,6666,99.5059974193573
1,2,1,0.5,0.9,0.3,"(50, 100)",13.282,5,6666,100.14834213256836
1,2,1,0.5,0.9,0.5,"(100, 50)",22.999000000000002,5,6666,99.72626042366028
1,2,1,0.5,0.9,0.5,"(50, 100)",22.05,5,6666,99.88194179534912
1,2,2,0.5,0.7,0.3,"(100, 50)",18.466,5,6666,100.16404390335083
1,2,2,0.5,0.7,0.3,"(50, 100)",22.482,5,6666,99.07529473304749
1,2,2,0.5,0.7,0.5,"(100, 50)",22.482,5,6666,97.00159406661987
1,2,2,0.5,0.7,0.5,"(50, 100)",21.833,5,6666,99.77536916732788
1,2,2,0.5,0.9,0.3,"(100, 50)",18.966,5,6666,99.73708057403564
1,2,2,0.5,0.9,0.3,"(50, 100)",16.382,5,6666,100.67877745628357
1,2,2,0.5,0.9,0.5,"(100, 50)",22.482,5,6666,99.97280812263489
1,2,2,0.5,0.9,0.5,"(50, 100)",20.716,5,6666,100.81615495681763
1,1.5,1,0.5,0.7,0.3,"(100, 50)",19.682,6,7777,99.89091348648071
1,1.5,1,0.5,0.7,0.3,"(50, 100)",22.482,6,7777,98.9243381023407
1,1.5,1,0.5,0.7,0.5,"(100, 50)",19.682,6,7777,99.28274059295654
1,1.5,1,0.5,0.7,0.5,"(50, 100)",13.282,6,7777,99.27208185195923
1,1.5,1,0.5,0.9,0.3,"(100, 50)",19.682,6,7777,99.80585646629333
1,1.5,1,0.5,0.9,0.3,"(50, 100)",15.282,6,7777,99.45403742790222
1,1.5,1,0.5,0.9,0.5,"(100, 50)",19.366,6,7777,100.19829368591309
1,1.5,1,0.5,0.9,0.5,"(50, 100)",19.282,6,7777,99.59380602836609
1,1.5,2,0.5,0.7,0.3,"(100, 50)",19.682,6,7777,100.4325270652771
1,1.5,2,0.5,0.7,0.3,"(50, 100)",15.282,6,7777,99.36699271202087
1,1.5,2,0.5,0.7,0.5,"(100, 50)",19.682,6,7777,100.34930229187012
1,1.5,2,0.5,0.7,0.5,"(50, 100)",22.482,6,7777,98.79462695121765
1,1.5,2,0.5,0.9,0.3,"(100, 50)",18.332,6,7777,99.97768640518188
1,1.5,2,0.5,0.9,0.3,"(50, 100)",13.181999999999999,6,7777,100.0357301235199
1,1.5,2,0.5,0.9,0.5,"(100, 50)",22.482,6,7777,99.93991780281067
1,1.5,2,0.5,0.9,0.5,"(50, 100)",22.482,6,7777,98.65765166282654
1,2,1,0.5,0.7,0.3,"(100, 50)",19.682,6,7777,99.51881194114685
1,2,1,0.5,0.7,0.3,"(50, 100)",22.482,6,7777,98.86986637115479
1,2,1,0.5,0.7,0.5,"(100, 50)",22.482,6,7777,97.22216391563416
1,2,1,0.5,0.7,0.5,"(50, 100)",22.482,6,7777,98.93582248687744
1,2,1,0.5,0.9,0.3,"(100, 50)",19.682,6,7777,99.86499810218811
1,2,1,0.5,0.9,0.3,"(50, 100)",21.715999999999998,6,7777,99.80590534210205
1,2,1,0.5,0.9,0.5,"(100, 50)",11.433,6,7777,99.69804310798645
1,2,1,0.5,0.9,0.5,"(50, 100)",22.482,6,7777,99.58328580856323
1,2,2,0.5,0.7,0.3,"(100, 50)",16.982,6,7777,99.73114156723022
1,2,2,0.5,0.7,0.3,"(50, 100)",19.15,6,7777,100.97755360603333
1,2,2,0.5,0.7,0.5,"(100, 50)",17.882,6,7777,99.9186441898346
1,2,2,0.5,0.7,0.5,"(50, 100)",19.682,6,7777,100.74998950958252
1,2,2,0.5,0.9,0.3,"(100, 50)",19.682,6,7777,100.07208943367004
1,2,2,0.5,0.9,0.3,"(50, 100)",29.15,6,7777,100.2178213596344
1,2,2,0.5,0.9,0.5,"(100, 50)",19.682,6,7777,100.26523613929749
1,2,2,0.5,0.9,0.5,"(50, 100)",27.182,6,7777,100.0304045677185
1,1.5,1,0.5,0.7,0.3,"(100, 50)",17.716,7,8888,100.55324125289917
1,1.5,1,0.5,0.7,0.3,"(50, 100)",15.282,7,8888,99.71179437637329
1,1.5,1,0.5,0.7,0.5,"(100, 50)",17.016,7,8888,98.09773349761963
1,1.5,1,0.5,0.7,0.5,"(50, 100)",16.566,7,8888,98.82484793663025
1,1.5,1,0.5,0.9,0.3,"(100, 50)",22.999000000000002,7,8888,99.41687822341919
1,1.5,1,0.5,0.9,0.3,"(50, 100)",19.682,7,8888,98.82793068885803
1,1.5,1,0.5,0.9,0.5,"(100, 50)",15.982,7,8888,99.338299036026
1,1.5,1,0.5,0.9,0.5,"(50, 100)",25.582,7,8888,98.31043791770935
1,1.5,2,0.5,0.7,0.3,"(100, 50)",18.249000000000002,7,8888,100.47460889816284
1,1.5,2,0.5,0.7,0.3,"(50, 100)",17.882,7,8888,98.51528668403625
1,1.5,2,0.5,0.7,0.5,"(100, 50)",11.433,7,8888,100.62973523139954
1,1.5,2,0.5,0.7,0.5,"(50, 100)",13.282,7,8888,98.71041512489319
1,1.5,2,0.5,0.9,0.3,"(100, 50)",16.883,7,8888,99.62311863899231
1,1.5,2,0.5,0.9,0.3,"(50, 100)",22.482,7,8888,98.47459936141968
1,1.5,2,0.5,0.9,0.5,"(100, 50)",19.25,7,8888,99.81322264671326
1,1.5,2,0.5,0.9,0.5,"(50, 100)",16.566,7,8888,99.91739082336426
1,2,1,0.5,0.7,0.3,"(100, 50)",15.766,7,8888,100.07605171203613
1,2,1,0.5,0.7,0.3,"(50, 100)",18.332,7,8888,99.74261283874512
1,2,1,0.5,0.7,0.5,"(100, 50)",17.282,7,8888,100.08847379684448
1,2,1,0.5,0.7,0.5,"(50, 100)",25.582,7,8888,98.34762024879456
1,2,1,0.5,0.9,0.3,"(100, 50)",18.516,7,8888,98.32237076759338
1,2,1,0.5,0.9,0.3,"(50, 100)",20.116,7,8888,99.20448565483093
1,2,1,0.5,0.9,0.5,"(100, 50)",22.482,7,8888,97.54156541824341
1,2,1,0.5,0.9,0.5,"(50, 100)",17.432,7,8888,100.18900442123413
1,2,2,0.5,0.7,0.3,"(100, 50)",13.282,7,8888,100.83580684661865
1,2,2,0.5,0.7,0.3,"(50, 100)",18.466,7,8888,99.89994692802429
1,2,2,0.5,0.7,0.5,"(100, 50)",17.716,7,8888,100.30595993995667
1,2,2,0.5,0.7,0.5,"(50, 100)",22.482,7,8888,97.96635794639587
1,2,2,0.5,0.9,0.3,"(100, 50)",22.482,7,8888,97.59894633293152
1,2,2,0.5,0.9,0.3,"(50, 100)",22.482,7,8888,98.46531796455383
1,2,2,0.5,0.9,0.5,"(100, 50)",13.282,7,8888,99.65808391571045
1,2,2,0.5,0.9,0.5,"(50, 100)",16.566,7,8888,100.28483533859253
1,1.5,1,0.5,0.7,0.3,"(100, 50)",24.291,8,9999,99.17851829528809
1,1.5,1,0.5,0.7,0.3,"(50, 100)",22.616,8,9999,100.16774892807007
1,1.5,1,0.5,0.7,0.5,"(100, 50)",23.591,8,9999,98.47378134727478
1,1.5,1,0.5,0.7,0.5,"(50, 100)",22.482,8,9999,100.41187596321106
1,1.5,1,0.5,0.9,0.3,"(100, 50)",22.482,8,9999,97.93441653251648
1,1.5,1,0.5,0.9,0.3,"(50, 100)",18.966,8,9999,100.56595754623413
1,1.5,1,0.5,0.9,0.5,"(100, 50)",22.482,8,9999,97.30228042602539
1,1.5,1,0.5,0.9,0.5,"(50, 100)",15.282,8,9999,100.26751756668091
1,1.5,2,0.5,0.7,0.3,"(100, 50)",18.408,8,9999,99.11046719551086
1,1.5,2,0.5,0.7,0.3,"(50, 100)",13.282,8,9999,100.59496116638184
1,1.5,2,0.5,0.7,0.5,"(100, 50)",20.716,8,9999,99.82669615745544
1,1.5,2,0.5,0.7,0.5,"(50, 100)",12.282,8,9999,100.91056799888611
1,1.5,2,0.5,0.9,0.3,"(100, 50)",19.032,8,9999,99.998455286026
1,1.5,2,0.5,0.9,0.3,"(50, 100)",13.181999999999999,8,9999,101.53075361251831
1,1.5,2,0.5,0.9,0.5,"(100, 50)",13.282,8,9999,99.87279796600342
1,1.5,2,0.5,0.9,0.5,"(50, 100)",18.332,8,9999,101.05909037590027
1,2,1,0.5,0.7,0.3,"(100, 50)",13.282,8,9999,100.06315755844116
1,2,1,0.5,0.7,0.3,"(50, 100)",19.682,8,9999,100.25368165969849
1,2,1,0.5,0.7,0.5,"(100, 50)",20.716,8,9999,100.04679346084595
1,2,1,0.5,0.7,0.5,"(50, 100)",13.656,8,9999,100.28290796279907
1,2,1,0.5,0.9,0.3,"(100, 50)",22.482,8,9999,98.7798261642456
1,2,1,0.5,0.9,0.3,"(50, 100)",19.033,8,9999,99.92459774017334
1,2,1,0.5,0.9,0.5,"(100, 50)",19.682,8,9999,100.40186095237732
1,2,1,0.5,0.9,0.5,"(50, 100)",22.482,8,9999,100.97516632080078
1,2,2,0.5,0.7,0.3,"(100, 50)",18.408,8,9999,100.3862795829773
1,2,2,0.5,0.7,0.3,"(50, 100)",21.715999999999998,8,9999,100.07125282287598
1,2,2,0.5,0.7,0.5,"(100, 50)",18.408,8,9999,100.74135303497314
1,2,2,0.5,0.7,0.5,"(50, 100)",26.45,8,9999,99.96633553504944
1,2,2,0.5,0.9,0.3,"(100, 50)",19.682,8,9999,100.49746656417847
1,2,2,0.5,0.9,0.3,"(50, 100)",15.282,8,9999,100.72691535949707
1,2,2,0.5,0.9,0.5,"(100, 50)",20.366,8,9999,100.59341979026794
1,2,2,0.5,0.9,0.5,"(50, 100)",18.332,8,9999,101.50775456428528
1,1.5,1,0.5,0.7,0.3,"(100, 50)",3.2,9,11110,100.20592999458313
1,1.5,1,0.5,0.7,0.3,"(50, 100)",9.482,9,11110,113.09256434440613
1,1.5,1,0.5,0.7,0.5,"(100, 50)",12.724,9,11110,100.42097878456116
1,1.5,1,0.5,0.7,0.5,"(50, 100)",21.066000000000003,9,11110,100.30357766151428
1,1.5,1,0.5,0.9,0.3,"(100, 50)",22.482,9,11110,99.36301064491272
1,1.5,1,0.5,0.9,0.3,"(50, 100)",19.95,9,11110,100.96836590766907
1,1.5,1,0.5,0.9,0.5,"(100, 50)",22.482,9,11110,100.03600859642029
1,1.5,1,0.5,0.9,0.5,"(50, 100)",24.291,9,11110,100.63464713096619
1,1.5,2,0.5,0.7,0.3,"(100, 50)",25.141,9,11110,100.38613247871399
1,1.5,2,0.5,0.7,0.3,"(50, 100)",17.882,9,11110,101.58810257911682
1,1.5,2,0.5,0.7,0.5,"(100, 50)",25.141,9,11110,100.67993831634521
1,1.5,2,0.5,0.7,0.5,"(50, 100)",15.282,9,11110,102.91015315055847
1,1.5,2,0.5,0.9,0.3,"(100, 50)",17.182,9,11110,101.49554967880249
1,1.5,2,0.5,0.9,0.3,"(50, 100)",22.482,9,11110,99.91315340995789
1,1.5,2,0.5,0.9,0.5,"(100, 50)",20.891,9,11110,100.86657571792603
1,1.5,2,0.5,0.9,0.5,"(50, 100)",15.282,9,11110,101.02159523963928
1,2,1,0.5,0.7,0.3,"(100, 50)",25.082,9,11110,99.35786724090576
1,2,1,0.5,0.7,0.3,"(50, 100)",15.683,9,11110,100.6716935634613
1,2,1,0.5,0.7,0.5,"(100, 50)",22.691,9,11110,100.93060183525085
1,2,1,0.5,0.7,0.5,"(50, 100)",19.95,9,11110,101.50261759757996
1,2,1,0.5,0.9,0.3,"(100, 50)",20.166,9,11110,100.87084460258484
1,2,1,0.5,0.9,0.3,"(50, 100)",28.075,9,11110,100.70897102355957
1,2,1,0.5,0.9,0.5,"(100, 50)",18.432,9,11110,100.45787692070007
1,2,1,0.5,0.9,0.5,"(50, 100)",21.282,9,11110,101.06395387649536
1,2,2,0.5,0.7,0.3,"(100, 50)",24.291,9,11110,101.14371275901794
